unikey3,re_summary_text,rr
11268768,"1. 家庭關係
    1) 客戶家中有養狗。

2. 健康狀況
    1) 客戶67歲，男性。
    2) 客戶平時多待在家裡，沒有經常外出旅遊或爬山。

3. 職業背景
    1) 客戶提到自己已經退休，每月領取退休金約一萬元。
    2) 客戶目前有在上班，每週工作五天。

4. 健康食品使用心得
    1) 無相關資訊。

5. 禁忌
    1) 無相關資訊。",1
11394653,"1. 家庭關係
    1) 客戶與配偶一起居住，家中有佛堂，由他人管理。
    2) 客戶有兩個兒子，一個在美國，另一個在中國，孫女14歲，孫子13歲。
    3) 客戶提到母親於111年過世，姐姐曾多次開刀並使用標靶藥物治療。
    4) 客戶表示家人因颱風影響改從廈門返回，孫女暑假期間會回來陪伴家人。
    5) 客戶提到媳婦是台灣外省人，並幫忙處理密碼相關事宜。

2. 健康狀況
    1) 客戶患有糖尿病、三高（糖尿病、高血壓、高血脂），並使用胰島素穩定血糖，糖化血色素降至7。
    2) 客戶有白內障、飛蚊症、黃斑部問題，並使用人工淚液保養眼睛。
    3) 客戶有甲狀腺結節問題，需避免海帶和藻類，並有心臟缺氧情況。
    4) 客戶曾因腸阻塞住院，並有腎結石、散光、氣喘等問題。
    5) 客戶提到最近六天失眠，白天走路感到疲累，且小腿曾因跌倒受傷。

3. 職業背景
    1) 客戶曾在歷史博物館工作五年，負責展覽事務，並參加跨世紀研究會。
    2) 客戶曾經教書四五十年，並在醫美行業工作八年多，負責包裝設計。
    3) 客戶曾設計胸罩並獲得日本展覽白金牌獎，亦設計化妝品及百貨公司櫥窗。
    4) 客戶曾經營工廠，後來賣掉，並曾幫LG設計包裝及參與廣告製作。

4. 健康食品使用心得
    1) 客戶曾服用木鱉果、葉黃素、綠蜂膠、牛樟芝、秘魯可納膠原蛋白粉等保健品，但部分效果不佳或已停用。
    2) 客戶目前服用蚓激酶、南瓜籽、魚油及醫美升級瑪卡保健品，並表示益生菌似乎有效。
    3) 客戶曾購買紅麴改善健康，但不建議每天攝取，並提到部分保健品已過期。

5. 禁忌
    1) 客戶不吃含魚的食品，偏向素食，並避免海帶和藻類。
    2) 客戶不喜歡黑咖啡，認為太苦，且醫生建議不要服用蚓激酶以避免與抗凝血劑衝突。",1
11652011,"1. 家庭關係
    1) 客戶提到葉黃素是為了張阿姨使用，火鍋是為了兩個人使用。
    2) 客戶表示家中目前還有至少五盒鴕鳥龜鹿精。

2. 健康狀況
    1) 客戶目前有在服用蚓激酶和鴕鳥龜鹿精。
    2) 客戶表示益生菌對自己效果不佳，但仍每天服用兩顆。
    3) 客戶提到一天吃兩顆保健食品。
    4) 客戶對抗老相關產品有興趣，並詢問攝護腺保健食品。

3. 職業背景
    1) 客戶目前在做生意，最近倉庫比較忙，需進行盤點。
    2) 客戶表示物流每年五六月都會很忙。

4. 健康食品使用心得
    1) 客戶曾購買並服用葡萄王的保健品，包括幹細胞產品，但表示目前還有很多未使用，認為可以再吃一年。
    2) 客戶曾購買鴕鳥龜鹿精作為保健食品，目前家中還有存貨。
    3) 客戶選擇購買南瓜籽相關的攝護腺保健食品。
    4) 客戶提到沒有在喝人蔘飲或正官庄產品。

5. 禁忌
    1) 客戶表示目前不會再買房子，認為房子太多了。
    2) 客戶提到養老時可能會選擇中南部地區買房，例如台中、彰化，但仍表示不會再買房。",1
11829938,"1. 家庭關係
    1) 客戶有一位先生，83歲，剛做完手術，牙齒狀況不佳。
    2) 客戶有一位女兒和兒子，女兒曾對客戶的穿著有意見，兒子曾建議她修理壞掉的電燈。
    3) 客戶的媳婦會幫忙代收貨物。
    4) 客戶的媽媽住在南部，曾住院且需要照顧。
    5) 客戶的婆婆不喜歡去醫院。

2. 健康狀況
    1) 客戶80歲（虛歲），身高146公分，體重52公斤。
    2) 客戶患有慢性病，包括糖尿病、胃食道逆流、甲狀腺低下、乾眼症、骨質疏鬆、黃斑部病變、血管增生、白內障、子宮肌瘤、肝癌、冠心病（2011年診斷）及心臟血管狹窄（需每年追蹤）。
    3) 客戶有免疫力差、腰痠背痛、膝蓋疼痛等問題，並曾提到息肉和甲亢。
    4) 客戶定期進行乳房超音波檢查，並提到水分子活力有疑慮，醫生建議多喝水。

3. 職業背景
    1) 客戶目前在打工，曾提到自己已經離職半年。

4. 健康食品使用心得
    1) 客戶有服用葉黃素，手術後每天需增加至三顆，對葉黃素產品效果有期待，曾使用三多和萊萃美品牌。
    2) 客戶有服用維他命C，對維他命C、微量元素、白藜蘆醇、益生菌、褐藻糖膠、幹細胞產品等有興趣。
    3) 客戶曾購買和力他命、妍美会、龜鹿產品、氨基酸、維骨力、葡萄糖胺、珍珠鈣、骨鈣等保健食品，並有補充鈣質和軟骨素的習慣。
    4) 客戶平時喝亞培補充蛋白質，曾使用滴雞精和鱸魚精。
    5) 客戶對於產品中含有化學成分如麥芽糊精和甜味劑表示擔憂，並偏好無糖產品。

5. 禁忌
    1) 客戶對於含有麥芽糊精和甜味劑的產品表示擔憂，認為可能會影響血糖。
    2) 客戶不吃黃金貝拉，並提到胃腎臟機能相關問題。",1
11830226,"1. 家庭關係
    1) 未提及相關內容。

2. 健康狀況
    1) 未提及相關內容。

3. 職業背景
    1) 未提及相關內容。

4. 健康食品使用心得
    1) 未提及相關內容。

5. 禁忌
    1) 客戶不需要東森購物提供的折價券，因為折價券僅能用於指定商品，而她不需要那些商品。",1
11874898,"1. 家庭關係
    1) 客戶目前一個人居住。
    2) 客戶的母親不吃魚油和鈣片，且有眼睛問題，曾經開過刀，術後不再需要服用某些保健品。
    3) 家人不喜歡吃有味道的保健食品，偏好顆粒或膠囊形式的產品。
    4) 家人之前吃過華陀的龜鹿膏，但因放置過期且有味道而不喜歡食用。
    5) 家裡有在拜拜，但客戶本人沒有特定宗教信仰。

2. 健康狀況
    1) 客戶曾經裝過心臟支架，但目前沒有在服用三高或慢性病的藥物。
    2) 客戶屬於容易出油的體質，皮膚容易冒痘痘。
    3) 客戶有掉髮問題，曾購買過咖啡因洗髮精，但效果不明顯。
    4) 客戶表示自己不是易瘦體質，但吃不胖。
    5) 客戶壓力不大。

3. 職業背景
    1) 客戶目前正在上班，全年無休，且因工作無法參加活動。
    2) 客戶為外食族。

4. 健康食品使用心得
    1) 客戶曾購買過葉黃素、幫助睡眠的保健品、蚓激酶產品、粒線體產品、骨頭關節保健品、B群及其他品牌的保健品，但因懶得吃或忘記吃，部分保健品未拆封或丟棄。
    2) 客戶曾購買玻尿酸飲品，但未每天飲用，目前還剩下大半未喝完。
    3) 客戶家中還有膠原蛋白安瓶和一大盒果凍未使用，另一盒果凍已吃了一半。
    4) 客戶認為東森購物的商品多為保健品。
    5) 客戶的母親之前吃過葉黃素，但開刀後停止食用。

5. 禁忌
    1) 客戶不抽菸、不喝酒。
    2) 客戶不喜歡龜苓膏的味道。
    3) 客戶目前不考慮購買心血管保健品，因為之前購買的產品還沒吃完。",1
12009114,"1. 家庭關係
    1) 未提及具體家庭成員或關係。

2. 健康狀況
    1) 客戶有老花眼，且老化情況較為嚴重。
    2) 客戶的眼睛有多角膜問題，偶爾感到癢，但現在眼睛比較不容易感到累。
    3) 客戶擔心攝取過多的B群。
    4) 客戶的耳朵很靈敏，能分辨熟人的聲音。

3. 職業背景
    1) 客戶已經退休，過去上班期間接觸過許多會員卡，認為這些卡花費高且不值得。
    2) 客戶現在經常出國旅遊，偶爾運動，但因工作習慣影響，無法經常運動。

4. 健康食品使用心得
    1) 客戶曾經有人從美國帶回善存保健品給她。
    2) 客戶有購買葉黃素產品，包括白蘭氏的葉黃素，但尚未吃完，且未特別感覺到眼睛有什麼變化。
    3) 客戶提到葉黃素中含有B群成分，對此有些擔心。
    4) 客戶目前沒有保養眼睛的習慣。

5. 禁忌
    1) 客戶不想參加東森的會員計劃，認為不需要。
    2) 客戶不喜歡高價的服務或產品，認為需要先了解促銷方案和價格才會考慮購買。
    3) 客戶對於購物台產品沒有特別購買意願。",1
12452942,"1. 家庭關係
    1) 客戶有三個小孩，其中一個是男孩，另外兩個是女孩，原本有四個小孩，但第二胎因疾病過世。
    2) 客戶的丈夫已經過世，現在獨居在七樓，兒子和媳婦住在六樓的同一社區，兒子負責六樓房子的貸款。
    3) 客戶的女兒曾罹患肝癌，已完成化療並定期回診，另一位女兒曾被診斷為良性腫瘤，已手術切除並定期追蹤。
    4) 客戶的姐姐有高血壓和糖尿病，血壓有時高達200以上，且睡眠品質不佳，需要服用安眠藥。
    5) 客戶的家族中有肝硬化和肝癌的遺傳病史，包括父親和哥哥，弟弟患有癌症且因車禍需裝義肢。

2. 健康狀況
    1) 客戶已70歲，患有高血壓，血壓有時高達160，已多年未服用降壓藥，改用保健食品控制血壓。
    2) 客戶有坐骨神經痛，偶爾感到痠痛或抽筋，需針灸或打針緩解，並有輕微的喉嚨腫塊和扁桃腺問題，醫生建議不需開刀。
    3) 客戶已接種第六劑疫苗，免疫力良好，並未受到病毒影響。
    4) 客戶參加社區老人健康運動，並定期進行健康檢查，腫瘤檢查結果為良性。
    5) 客戶有老花眼，需佩戴老花眼鏡，並有良好的抵抗力。

3. 職業背景
    1) 客戶目前在醫院從事外包性質的打掃工作，薪水約為兩萬七至兩萬八，工作時間為早上六點二十分到下午四點。
    2) 客戶曾在電子公司和工廠工作，去年六月退休，現感到生活較無聊。
    3) 客戶的工作內容包括病房清潔與整理，需使用漂白水，工作負擔較重，手部有腫脹感。

4. 健康食品使用心得
    1) 客戶有服用多種保健食品，包括氨基酸、葉黃素、萬壽元、蚓激酶、巴西蘑菇、褐藻、鴕鳥精、倍護膠囊等，認為對健康有幫助。
    2) 客戶認為葉黃素改善了視力模糊，氨基酸讓走路更輕鬆，蚓激酶和萬壽元對高血壓和血管健康有幫助，巴西蘑菇提升體力和精神。

5. 禁忌
    1) 客戶不喜歡吃冰的食物，夏天也喝熱飲，西瓜需退冰後才食用。
    2) 客戶不喜歡逛百貨公司，認為空氣不好會導致呼吸困難。",1
12508385,"1. 家庭關係
    1) 客戶提到他的媽媽有在吃合一卡骨頭產品，晚上睡覺時不再抽筋。
    2) 客戶提到他的爸爸有在吃糖尿病相關產品，指數從8.2降到5.8。
    3) 客戶提到他的太太不吃保健品。

2. 健康狀況
    1) 客戶有糖尿病、高血壓、高血脂，並有慢性處方簽的藥物。
    2) 客戶血糖過高，糖化血色素最近為8點多，壞膽固醇比正常值高出二十。
    3) 客戶血壓在正常範圍內，並且每三個月進行健康檢查，包括抽血和尿液檢查。
    4) 客戶曾有大腸息肉，需定期檢查，並提到腎臟壞掉不能再吃某些東西。
    5) 客戶最近感到腳麻，懷疑血路不通，並提到以前沒有腳麻的問題。
    6) 客戶晚上起夜次數未增加，並有在看泌尿科。
    7) 客戶表示不吃糖、油、麵包和饅頭，但不可能完全不吃甜食或不吃飯。
    8) 客戶有低血壓，吃很多肉導致體重增加。

3. 職業背景
    1) 客戶提到一個月薪水大約兩萬多塊。
    2) 客戶目前在準備出國比賽，因此很忙，並提到最近在開會和開車。

4. 健康食品使用心得
    1) 客戶有在服用蚓激酶、幹細胞、倍護、葉黃素、黃金土龍精、鴕鳥精、花旗蔘杏仁粉等產品，並提到每天早晚各吃兩顆蚓激酶和幹細胞產品。
    2) 客戶表示蚓激酶對恢復血管彈性有幫助，但對其效果有些擔憂，並提到以前購買過超過三次。
    3) 客戶提到花旗蔘杏仁粉效果不錯，對價格有疑問。
    4) 客戶提到葉黃素果凍小孩在吃，並對葉黃素價格表示關注。
    5) 客戶提到療肺草產品效果，但認為價格太貴，不需要大量購買。
    6) 客戶提到以前購買過台大的幹細胞產品，並對某些產品的包裝不滿意。
    7) 客戶提到吃某些產品後身體狀況不錯，但對膀胱無效。

5. 禁忌
    1) 客戶提到糖尿病和高血壓患者不能吃紅參，並表示糖尿病患者不能亂吃藥。
    2) 客戶提到不會吃過期產品，並對全真空包裝的產品有信任。
    3) 客戶表示不想吃甜的東西，因為糖化血色素高。
    4) 客戶提到腎臟壞掉不能再吃某些東西。",1
12526843,"1. 家庭關係
    1) 客戶已婚，家中有兒子和媳婦。
    2) 客戶的母親健康狀況良好，能夠爬山，但有肌少症，年輕時曾因脊椎受傷導致退化性脊椎炎和神經壓迫問題。
    3) 客戶的阿姨曾使用過某些產品，現在又回來購買。
    4) 客戶的阿公可能需要洗腎。
    5) 客戶家中有人在醫美行業工作，有人住在日本，也有人有出國旅遊的計劃。
    6) 客戶家中有輪椅，但不太會使用。

2. 健康狀況
    1) 客戶84歲，患有肺腺癌、肝癌、糖尿病、類風濕性關節炎、風濕性關節炎、乾眼症、白內障、老花眼、鼻子過敏、血糖問題、血壓問題、牙齦發炎腫脹、膝蓋關節問題、排便困難，並曾有蕁麻疹病史。
    2) 客戶曾動過手術，並接受過膝蓋玻尿酸注射治療和雷射抗敏治療。
    3) 客戶提到目前正在養肝，並擔心骨密度流失。
    4) 客戶提到容易癢，且有感冒、喉嚨不適等問題。

3. 職業背景
    1) 客戶曾從事工程相關工作。
    2) 客戶家中有人從事投資，並且客戶本人有投資台積電股票，對股票有一定了解。

4. 健康食品使用心得
    1) 客戶曾購買過多種保健食品，包括葉黃素、氨基酸、膠原蛋白、益生菌、鈣片、蜂蜜、溶液、白藜蘆醇、薑黃膠囊、五行聚寶percent保健品等，並對部分產品的效果表示懷疑。
    2) 客戶對葉黃素產品有長期使用經驗，從第一代使用到第三代加強版，認為其對眼睛健康有幫助。
    3) 客戶認為燕窩對身體有益，特別是修復潰爛和增強免疫力，但目前不考慮購買。
    4) 客戶對氨基酸產品的口感表示滿意，並有使用德國進口的氨基酸產品。
    5) 客戶每天敷面膜，認為對皮膚保養有幫助，並曾使用水光針療程和美容液。
    6) 客戶對褐藻、幹細胞產品、玻尿酸等產品有一定了解，並曾購買和使用。
    7) 客戶對於產品的價格、收藏價值和回饋計劃有興趣，特別是東森購物的相關優惠。

5. 禁忌
    1) 客戶不吃草酸、羊肉、牛肉、茄子和當歸，並表示不會使用礦物類的東西。
    2) 客戶不喝甜的飲料，並提到某些加強鈣產品濃度太高無法食用。",1
12547135,"1. 家庭關係
    1) 客戶與妹妹住在一起，妹妹未婚。
    2) 客戶與妹妹共同照顧母親。
    3) 客戶需要準備錢給家裡的人支付貨款。

2. 健康狀況
    1) 客戶目前62歲，女性。
    2) 客戶每天都有運動，包括跑步、散步、登山，每週進行兩次瑜伽，認為運動有助於睡眠和健康。
    3) 客戶提到高血壓相關話題，但未明確表示自己有高血壓。
    4) 客戶很少切水果。

3. 職業背景
    1) 未提及具體職業背景。
    2) 客戶正在為出國旅行做準備，計劃兩三個月後出發。

4. 健康食品使用心得
    1) 客戶有服用B群，每天一顆，購買的是日本品牌合利他命，並認為當地價格比台灣便宜。
    2) 客戶有服用魚油，但尚未吃完之前購買的日本魚油，且有時候每天只吃一顆。
    3) 客戶有益生菌，但尚未開始食用上次購買的產品。
    4) 客戶有多瓶葉黃素尚未吃完，目前使用的是白蘭氏品牌，且由妹妹幫忙購買。
    5) 客戶提到家中只有她自己在使用葉黃素。

5. 禁忌
    1) 客戶目前對橄欖油不感興趣，並表示已有固定品牌。
    2) 客戶目前沒有購買葉黃素的需求。
    3) 客戶表示目前先不用購買魚油產品。",1
