unikey3,性別,年齡,縣市,OB等級,星座,會員年資_天數,是否獨居,是否為寵愛自己名單,高健康意識,高美麗意識,健檢標籤,美容標籤,保健標籤,有無養寵物,全通路歷史累積消費金額,全通路歷史累積消費件數,全通路近三年累積消費金額,全通路近三年累積消費件數,全通路近一年累積消費金額,全通路近一年累積消費件數,全通路近一年保健消費金額,全通路近一年保健消費件數,全通路近一年美容消費金額,全通路近一年美容消費件數,ob歷史累積消費金額,ob歷史累積消費件數,OB近三年累積消費金額,OB近三年累積消費件數,OB近一年累積消費金額,OB近一年累積消費件數,OB近一年保健消費金額,OB近一年保健消費件數,OB近一年美容消費金額,OB近一年美容消費件數,三年內有高單一次付清,三年內買過黃金鑽石,十年地址不變,商務菁英,房產投資客,打高爾夫,有富等信用卡,有高價保單,科學園區3公里內,買過大額禮券,買過收藏品,退休保健族,重金珠寶客,關注理財,高價地段,高社經地位職業,persona,rr
11205765,女,62.0,基隆市七堵區,D+,處女座,5417,否,否,否,否,否,是,否,否,84560.0,66,18042.85716,10,6342.85715,3,0.0,0,2838.09524,1,2838.09524,1,2838.09524,1,2838.09524,1,0.0,0,2838.09524,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
11276896,男,41.0,高雄市鳳山區,D,雙魚座,5389,否,否,是,否,否,否,是,否,196941.90476,68,78440.00001999999,24,28951.42857,2,28951.42857,2,0.0,0,104826.66665,19,33695.23809,3,28951.42857,2,28951.42857,2,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到媽媽有在服用清體系列的產品，目的是為了減肥和排便。
    2) 客戶提到媽媽可能五六十歲，代謝基本上一定會不好。
    3) 客戶詢問是否有適合小朋友的葉黃素產品。

2. 健康狀況
    1) 客戶表示對身體健康有在照顧。
    2) 客戶表示沒有量血壓的習慣。

3. 職業背景
    1) 客戶提到自己在經營雞肉生意，並且每月有一百多萬的貨款需要支付。
    2) 客戶提到自己是第二房東，會出租攤位。
    3) 客戶提到自己上晚班，工作時間不固定，可能是晚上十點開始，並且還有員工一起工作。

4. 健康食品使用心得
    1) 客戶提到每天喝一杯健康食品，有時候會空腹飲用。
    2) 客戶曾購買華陀的產品，主要是給媽媽食用。
    3) 客戶提到之前購買過益生菌產品，該產品為藍色盒子包裝，內含圓橢圓形膠囊，每顆含有600億活菌，主要用於改善腸胃道問題如胃食道逆流和腸躁症，但表示吃了一盒後沒有感覺，認為沒有用。
    4) 客戶表示她曾在2022年購買過益生菌產品，當時的價格為每盒約1000元。

5. 禁忌
    1) 客戶提到自己不喜歡人多的地方。
    2) 客戶表示本月沒有預算購買產品。",1
11301489,男,71.0,桃園市大園區,D+,水瓶座,5380,否,否,否,否,否,否,是,否,91432.38093,24,62261.90474,10,2742.85714,1,0.0,0,0.0,0,55915.23809,5,52143.80952,4,2742.85714,1,0.0,0,0.0,0,否,否,是,否,否,否,1,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到家中全家人，包括小朋友，從小就開始食用健康食品如褐藻，並表示小朋友因此較少感冒。
    2) 客戶提到孫子回來了。

2. 健康狀況
    1) 客戶目前食用德國製的純素保健食品，分早晚服用，已經持續一年多，剛開始服用時有不適感，現在感覺精神狀態很好。
    2) 客戶提到攝護腺保健是他關注的保健範疇之一。
    3) 客戶有做幹細胞相關的保養，並且了解幹細胞技術。

3. 職業背景
    1) 客戶從事工程相關工作，對產品的製作過程較為關注。
    2) 客戶提到自己是做電子行業的，但有投資幾家公司，包括玻尿酸、仲謀、中國海洋等健康相關產業。
    3) 客戶提到自己本身是從事幹細胞相關工作，並且與台塑生醫合作。

4. 健康食品使用心得
    1) 客戶目前食用台塑生醫的保健食品，並表示感覺還不錯，曾購買過台塑生醫的益生菌、褐藻等健康食品。
    2) 客戶提到之前購買的氨基酸產品有藥味，喝下去感覺不太舒服，口感澀澀的，但目前從美國進口氨基酸和其他營養品，運動後補充氨基酸有助於增強肌肉。
    3) 客戶提到之前有購買過地麗芙的巧克力比例產品和氨基酸綜合保健食品。
    4) 客戶提到之前有食用過華陀的南瓜籽產品，但認為效果不佳。
    5) 客戶對於食品安全問題表示擔憂，特別是對於市面上購買的苦茶油的品質感到不放心。
    6) 客戶對堅果的選擇偏好純原料，並且會自己處理堅果以保持健康，將堅果存放在紅酒櫃中以保持新鮮。

5. 禁忌
    1) 客戶表示他不會吃燕窩。
    2) 客戶表示目前沒有需要購買華陀漢方益生菌全素。",1
11309082,女,90.0,台中市南區,D+,雙子座,5376,是,否,是,是,否,是,是,否,287900.95244,137,73214.28573,42,32021.90478,21,18509.52384,11,8599.047620000001,5,173502.85720000003,59,33216.19051,17,12394.28574,8,11442.85717,7,951.42857,1,否,否,否,否,否,否,0,否,否,否,否,是,0,否,否,否,"1. 家庭關係
    1) 客戶目前一人居住，家中有一位29歲的外籍看護，並有監視器。
    2) 客戶有兩個女兒，但都不與她同住，其中一位女兒住在同一棟社區，會帶她到公園走路，並幫助她購買產品。
    3) 客戶的女兒為她支付看護費用，並建議她不要亂吃東西，因為她的腎臟有問題。
    4) 客戶的媽媽已去世，並提到她的兒子每年會做某些事情，但未明確說明。
    5) 客戶的孩子有給她錢。

2. 健康狀況
    1) 客戶89歲，患有糖尿病和高血壓，並有家族遺傳糖尿病。
    2) 客戶的血糖和血壓控制得較好，醫生檢查數值穩定，但血糖曾達到180，且控制不佳。
    3) 客戶有腎功能不良的問題，醫生建議她不要亂吃保健品。
    4) 客戶的腳無法行走，行動不便，且多次摔倒。
    5) 客戶有便秘問題，嘗試食用木瓜和香蕉改善。
    6) 客戶的眼壓有問題，且傷口癒合速度較慢。
    7) 客戶有量血壓和血糖的習慣，並記錄數據，每三個月會去醫院檢查。

3. 職業背景
    1) 客戶目前沒有工作。

4. 健康食品使用心得
    1) 客戶長期食用某品牌保健食品，並有服用葉黃素、益生菌、魚油、鈣片、B群、亞培安素、華陀龜鹿錠等。
    2) 客戶認為葉黃素效果不錯，但有時會忘記服用，對葉黃素仍有興趣。
    3) 客戶購買了江守山醫生推薦的益生菌，並感覺有效果，目前有多種益生菌產品。
    4) 客戶認為鈣片效果不明顯，並服用醫院開的鈣片。
    5) 客戶每天早上喝亞培安素補充營養，並在喝咖啡後服用保健品。
    6) 客戶曾購買過含B群、魚油、白藜蘆醇和蝦紅素的保健食品，並有很多魚油。
    7) 客戶購買過龜鹿二仙膠，並每天服用兩顆。
    8) 客戶曾購買過苦瓜胜肽產品，但不確定是否可以與藥物同時服用。

5. 禁忌
    1) 客戶的腎臟功能不佳，醫生建議不要亂吃保健品，女兒也提醒她注意飲食。
    2) 客戶目前沒有喝酒或抽菸的習慣。
    3) 客戶對血糖藥和血壓藥的服用有疑慮，並提到血壓藥物的副作用導致便秘。",1
11314773,女,70.0,台北市萬華區,Z,處女座,5374,否,否,否,否,否,是,是,否,147914.28576,69,27809.52382,15,5854.285709999999,4,2664.7619,1,1409.52381,1,61385.71428,17,10626.66666,4,380.0,1,0.0,0,0.0,0,否,否,是,是,否,否,0,否,否,否,否,否,0,是,否,否,"1. 家庭關係
    1) 客戶提到母親節時，她的女兒和兒子都會送她禮物。
    2) 客戶表示她自己吃燕窩，家人不吃。

2. 健康狀況
    1) 客戶提到她有洗腎的需求。
    2) 客戶表示她沒有失眠、睡眠問題或骨關節痠痛的情況。

3. 職業背景
    1) 客戶未提及具體職業背景，但提到她最近很忙。

4. 健康食品使用心得
    1) 客戶目前食用的保健食品包括超視王、燕窩、魚油及日本品牌的蝦紅素產品。
    2) 客戶表示她不會一直吃同一個牌子的保健食品，並曾經食用過葉黃素及日本品牌的保健品。
    3) 客戶詢問過華陀燕窩的價格，並提到她之前在百貨公司購買過燕窩，且已收到並食用燕窩產品。
    4) 客戶之前有購買過磷霉酋PPLS的上一代產品。

5. 禁忌
    1) 客戶目前沒有需要購買的產品。
    2) 客戶通常在上海藥局或其他藥局購買產品，並偏好使用momo平台購物而非東森。",1
11346989,女,61.0,台中市西屯區,D,雙子座,5359,否,否,否,否,否,否,是,否,26207.61904,31,2108.57142,4,1728.5714199999998,3,570.47619,1,0.0,0,6076.19046,10,2108.57142,4,1728.5714199999998,3,570.47619,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,是,否,,1
11353678,女,61.0,桃園市楊梅區,D+,天蠍座,5356,否,否,否,否,否,是,是,否,17580.952380000002,8,12866.66667,6,12866.66667,6,1141.90476,1,2171.42857,1,2171.42857,1,2171.42857,1,2171.42857,1,0.0,0,2171.42857,1,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
11357069,女,58.0,苗栗縣苗栗市,B,處女座,5354,否,否,是,是,否,是,是,否,379947.61901,205,222252.38096000016,105,80282.85716000003,41,50508.57146000002,22,21421.90475,11,298997.14289,123,188355.23814,75,65360.95241,29,47843.80956000001,21,17517.14285,8,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有一個兒子和一個女兒，兒子已婚，30歲，身高180公分，體重80公斤，女兒29歲，曾在某地打工三到四年。
    2) 客戶的丈夫在兒子五歲時過世，公公因癌症過世，婆婆在兩年前過世。
    3) 客戶有一位19歲的孫女和一位年紀較小的孫女，孫女穿過的衣服會給小孫女穿。
    4) 客戶與家人同住，家中有兩個小孩，兒子大約每兩三個月回家一次，媳婦有時會幫忙購物。

2. 健康狀況
    1) 客戶目前體重在57至60公斤之間，目標體重為55公斤，曾從70公斤減重至目前體重。
    2) 客戶有糖尿病、尿酸過高、血糖偏高、膽固醇和三酸甘油酯偏高等健康問題，並有服用降膽固醇藥物，數值有所改善。
    3) 客戶有氣喘、關節問題，曾因跌倒導致大拇指發炎和手麻，並有夜尿情況。
    4) 客戶的肝指數和膽固醇數值有所下降，血糖和糖化血色素在邊緣範圍內，尿液中蛋白已消失。
    5) 客戶感冒時不易痊癒，不能吃西藥，醫生建議避免食用豆類、花生、內臟等食物。

3. 職業背景
    1) 客戶目前在工廠工作，工作內容較辛苦，需站立和走路，並且每週只休息一天。
    2) 客戶從17歲開始工作，擁有30年的勞保年資，目前已從外包轉為正式職員，享有勞健保和相關福利。
    3) 客戶的月收入固定，偶爾有加班，並提到加班費可達三萬五到三萬六。

4. 健康食品使用心得
    1) 客戶長期使用自然美產品，認為其效果良好，並是自然美的VIP。
    2) 客戶有服用葉黃素、益生菌、紅藜果膠、苦瓜胜肽等保健食品，並認為這些產品對健康有幫助。
    3) 客戶認為紅藜果膠有助於減重和改善健康，並將部分產品分給朋友和家人使用。
    4) 客戶每天早晚服用苦瓜胜肽，認為有助於排毒和控制血糖。
    5) 客戶認為某些保健食品效果不明顯，並對某些產品價格過高表示壓力。

5. 禁忌
    1) 客戶不喜歡喝豆漿和全脂牛奶，並減少牛奶攝取。
    2) 客戶避免食用澱粉、麵食、豆類、花生、內臟等食物，並很少吃海鮮。
    3) 客戶對某些益生菌產品有輕微拉肚子反應，並考慮是否繼續使用。
    4) 客戶感冒時不能吃西藥，醫生建議減少西藥使用。",1
11358604,女,66.0,嘉義市,Z,摩羯座,5354,否,否,否,是,否,是,是,否,134974.28572,101,55022.85718000001,34,15246.66669,10,5657.14286,1,1533.33334,2,14047.61905,3,5657.14286,1,5657.14286,1,5657.14286,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶是一位66歲的女性，已經是祖母。
    2) 客戶有五個小孩，其中一個比較大，另外一個比較小，家裡還有兩個兒子和五個孫子。
    3) 客戶提到小孩已經長大，並且目前家裡有四五個人需要照顧，包括女婿。

2. 健康狀況
    1) 客戶目前正在進行護健。
    2) 客戶有乾眼症。

3. 職業背景
    1) 客戶提到白天需要外出，下午四點以前通常會在家。
    2) 客戶表示這幾天比較忙，因為家裡有多人需要照顧。

4. 健康食品使用心得
    1) 客戶平時有在吃保健食品，但只是偶爾食用。
    2) 客戶平時吃綜合維他命，早上會吃兩顆產品。
    3) 客戶之前有購買過酵素產品。

5. 禁忌
    1) 客戶目前不需要購買龜鹿膏和益生菌產品。
    2) 客戶不會考慮購買推銷的保健食品。",1
11446504,女,79.0,高雄市鳳山區,Z,摩羯座,5316,否,否,否,否,否,是,是,否,182571.4286,67,55602.85714,4,30602.85714,3,29651.42857,2,951.42857,1,113349.52383,17,53380.0,3,28380.0,2,27428.57143,1,951.42857,1,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有一位60歲的兒子和孫子，孫子從美國回來，會在高雄待兩個禮拜。
    2) 客戶的女兒在美國，並有託鄰居帶鈣片回來。
    3) 客戶目前住在家中，房子條件不錯。

2. 健康狀況
    1) 客戶表示沒有三高問題，且未住院。
    2) 客戶提到眼睛健康狀況無法改善但可以維持，曾因眼睛痛去看過醫生。
    3) 客戶提到背痛情況時好時壞，開車時會感到緊張。
    4) 客戶擔心鈣攝取過多會造成結石，因此暫時停止食用鈣片。
    5) 客戶不喝牛奶，擔心會引起胃酸逆流。

3. 職業背景
    1) 客戶提到最近很忙，經常在外面工作。
    2) 客戶有在上社區大學的課程。

4. 健康食品使用心得
    1) 客戶有飲用幹細胞產品，每天喝三盒，目前還有兩盒未使用完，但提到產品有瑕疵。
    2) 客戶曾購買過華陀的鴕鳥龜鹿精和星星果油膠囊。
    3) 客戶每天早晚各服用一組美國進口的保健食品，並有服用B群、葉黃素、魚油及顧骨頭的保健品。
    4) 客戶提到魚油有助於保養心血管，並可降三酸甘油脂和膽固醇。
    5) 客戶有飲用黑咖啡，並選用品質較好的咖啡豆沖泡。
    6) 客戶家人每天都有服用益生菌，但她提到益生菌改天再服用。

5. 禁忌
    1) 客戶沒有爬山或運動的習慣。
    2) 客戶習慣長時間不進食，且不會感到餓，並改為早晚分開進食不同食物。
    3) 客戶暫時停止食用鈣片，擔心鈣攝取過多會造成結石。
    4) 客戶不喝牛奶，擔心會引起胃酸逆流。",1
11520170,女,54.0,苗栗縣公館鄉,D+,雙子座,5277,否,否,否,否,否,否,是,否,48284.7619,23,14942.85714,5,14942.85714,5,12590.47619,3,0.0,0,14683.80953,5,11180.95238,2,11180.95238,2,11180.95238,2,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
11549526,女,65.0,新北市土城區,Z,金牛座,5262,否,否,是,否,否,是,是,否,106767.61902,38,60994.2857,17,25214.28572,4,21657.14286,2,0.0,0,64556.19046,18,58156.19046,16,22376.19048,3,21657.14286,2,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她有孫女。
    2) 客戶表示母親節小孩子要看她，但未提供具體情境。
    3) 客戶提到她的兒子負責幫她購買年菜。
    4) 客戶提到她的女兒最近很忙，工作內容包括在房屋總公司進行安裝和報告。
    5) 客戶表示目前使用的香水都是由小孩子購買給她。

2. 健康狀況
    1) 客戶表示她有三高問題，包括血糖偏高及三酸甘油酯偏高，並服用心臟藥物以幫助控制血壓。
    2) 客戶提到她的血糖通常維持在101至120之間，糖化血色素為6.0。
    3) 客戶提到她有胃食道逆流問題，晚上吃得太晚可能加重症狀，益生菌有幫助改善。
    4) 客戶表示她腰痠背痛且容易疲累，希望能改善這些問題。
    5) 客戶提到膝蓋偶爾有不適，並曾嘗試使用保健食品改善。
    6) 客戶表示睡覺時偶爾會抽筋，情況不頻繁。
    7) 客戶提到骨鈣質檢查結果顯示有些微不足。

3. 職業背景
    1) 客戶未提到自身職業背景，但提到女兒在房屋總公司工作。

4. 健康食品使用心得
    1) 客戶表示她有服用多種保健食品，包括苦瓜胜肽、蜂王乳、膠原蛋白、益生菌、葉黃素、魚油、磷蝦油、幹細胞等，並認為交替使用效果更好。
    2) 客戶提到苦瓜胜肽對血糖控制及糖化血色素改善效果顯著，每天服用一顆。
    3) 客戶表示膠原蛋白對皮膚和身體有幫助，曾使用粉狀及二型膠原蛋白，主要針對膝蓋保養。
    4) 客戶提到蜂王乳搭配膠原蛋白服用，並以每週兩次的頻率服用。
    5) 客戶表示益生菌有助於改善胃食道逆流症狀。
    6) 客戶提到她每天服用幹細胞及葉黃素，葉黃素一天一顆，存貨充足。
    7) 客戶表示她每天服用魚油，早上一次服用十顆，主要目的是降低三酸甘油酯並穩定血壓和血管彈性。
    8) 客戶曾購買龜鹿膠產品，但使用後喉嚨感到不適，對該產品敏感。
    9) 客戶提到她曾購買大豆異黃酮，但已退貨。
    10) 客戶表示她曾使用山苦瓜胜肽，效果不明顯，目前還有存貨。
    11) 客戶提到她曾購買鱸魚精，並詢問是否需要加熱。
    12) 客戶表示她曾購買燕窩並喜歡食用。

5. 禁忌
    1) 客戶提到幹細胞產品可能引發胃食道逆流問題。
    2) 客戶表示她對某些保健食品的廣告感到不信任，認為效果可能不如預期。
    3) 客戶提到她認為使用四層抽的衛生紙比較浪費。
    4) 客戶表示五月花商品價格過高。",1
11566075,女,67.0,宜蘭縣五結鄉,D,雙魚座,5252,否,否,是,否,是,否,是,否,48084.761900000005,15,8979.04762,5,3504.76191,2,666.66667,1,0.0,0,40799.04761,10,7770.47619,4,3504.76191,2,666.66667,1,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
11596434,女,69.0,桃園市龍潭區,Z,巨蟹座,5233,否,否,否,否,否,是,是,否,136812.381,102,45954.28572999999,29,24564.76191,11,8703.80952,2,1331.42858,2,22509.523800000003,8,10415.23809,5,8322.85714,2,7561.90476,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,是,否,否,"1. 家庭關係
    1) 客戶的先生有在服用苦瓜胜肽以調節血糖。
    2) 客戶的女兒在醫院工作，並且會購買保健品如紅麴及防曬產品回家。
    3) 客戶的孩子會回來吃飯，但由孩子的爸爸媽媽自行安排聚餐事宜。

2. 健康狀況
    1) 客戶平時服用合利他命或和力他命F作為保健品。
    2) 客戶有購買葉黃素，但僅偶爾服用。

3. 職業背景
    1) 客戶未提及自身職業背景。
    2) 客戶的女兒在醫院工作。

4. 健康食品使用心得
    1) 客戶曾購買苦瓜胜肽，並選擇分六期付款，目前表示不需要多帶，等吃完再買。
    2) 客戶對於專員推薦的地表最強頂規B群產品表示不需要。
    3) 客戶不吃褐藻相關產品。

5. 禁忌
    1) 客戶不吃褐藻相關產品。
    2) 客戶認為不需要大量的衛生紙，並表示每個人都不用那麼多。",1
11605432,女,64.0,新北市新莊區,B,射手座,5228,是,否,是,是,否,是,是,否,655850.4760799999,210,329897.1427999998,112,81885.71429999996,37,27256.19049,5,36165.71429999999,16,610973.3332499999,179,318626.66661999986,102,78020.95239999998,33,27256.19049,5,36165.7143,16,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有兩個兒子和一個女兒，女兒已婚，與丈夫和公婆住在一起，經常出國旅遊，與母親感情良好，會幫忙處理家務和生活事務。
    2) 客戶的兒子有時會回家幫忙家務，並與母親討論餐點安排，兒子目前單身，住在外面，工作繁忙，偶爾加班。
    3) 客戶的母親年紀大，行動不便，有骨刺和三高問題，需定期服藥，客戶經常幫助母親處理日常事務。
    4) 客戶的父親因腦幹出血行動不便，需插管治療，客戶主要負責照顧父親，兄弟姐妹未盡責。
    5) 客戶的婆婆年紀大，健康狀況不佳，公公已過世，婆婆由家人照顧。

2. 健康狀況
    1) 客戶有高血壓、血糖偏高、骨質疏鬆、牙周病、耳石脫落、膝蓋骨裂、手指腫脹等健康問題，需服用降血壓藥、活血化瘀藥物等。
    2) 客戶有胃食道逆流問題，睡眠品質受影響，並曾因服用中藥導致頭暈。
    3) 客戶的母親有骨刺、三高、尿尿不順等問題，行動不便，需定期服藥和治療。
    4) 客戶的貓咪有腎臟和過敏問題，需定期回診和服藥。

3. 職業背景
    1) 客戶為退休家庭主婦，曾在小公司擔任會計工作。
    2) 客戶的女兒從事拍片與廣告相關工作，曾在台中實習，現居日本。
    3) 客戶的兒子在公司工作，曾在新竹讀書，後進入建築公司工作，現住高雄。

4. 健康食品使用心得
    1) 客戶經常服用保健品，包括益生菌、葉黃素、蚓激酶、龜鹿膠等，認為對健康有幫助，但偶爾會忘記服用。
    2) 客戶認為益生菌有助於腸胃健康，葉黃素對眼睛有幫助，龜鹿膠有助於骨骼健康。
    3) 客戶曾購買自然美、台酒等品牌的保養品，對部分產品效果滿意，但認為價格偏高。

5. 禁忌
    1) 客戶不吃牛肉和生魚片，認為空腹喝紅茶不好，且不喜歡胡蘿蔔味道。
    2) 客戶不喜歡喝咖啡和茶，因為會影響睡眠。
    3) 客戶對於過期保養品會嘗試其他用途，但對於過期食品則較為謹慎。",1
11681807,女,75.0,宜蘭縣宜蘭市,D+,雙子座,5184,否,否,是,是,否,是,是,否,678948.5714499999,368,231485.71427999996,129,95902.85712999996,51,27574.28571,5,7134.28571,4,137948.57142000002,39,28972.38096,7,17142.85714,1,17142.85714,1,0.0,0,否,否,否,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶提到她有先生，並為先生準備飯菜。
    2) 客戶的媽媽有使用葡萄王的益生菌。
    3) 客戶的妹妹從事葡萄王的直銷工作。

2. 健康狀況
    1) 客戶目前感冒，感到不舒服。
    2) 客戶曾經食用過多種保健食品，但表示部分產品效果不明顯。

3. 職業背景
    1) 客戶曾經加入過理會的直銷，但目前已不再使用理會的產品。
    2) 客戶的妹妹從事直銷相關工作。

4. 健康食品使用心得
    1) 客戶目前有在食用益生菌，每天一粒，但表示效果不明顯，且手邊仍有許多存貨。
    2) 客戶曾購買過妍美会品牌的第一代葉黃素，但食用後無特別感覺，目前仍有存貨。
    3) 客戶曾購買過三多品牌的產品及膠原蛋白，但每天飲用後覺得效果不明顯，目前家中仍有膠原蛋白存貨。
    4) 客戶曾購買過藍色盒子的益生菌，效果尚可，目前仍有存貨。
    5) 客戶提到她很久沒有食用鴕鳥精和土龍精。
    6) 客戶曾經食用過關節保健食品，包括萬年床躺和華陀的產品。
    7) 客戶目前不需要玻尿酸產品，因為她的保養品已經足夠。

5. 禁忌
    1) 客戶目前不需要購買益生菌、葉黃素、衛生紙、洗衣精及玻尿酸產品。
    2) 客戶表示目前不缺什麼，購物多因看到電視廣告，但近期不想購買產品。",1
11718550,女,61.0,新竹縣芎林鄉,D+,雙魚座,5163,否,否,是,是,否,是,是,否,874818.0952199998,486,285883.8095599999,120,137187.61906999996,54,55146.666670000006,8,2838.09524,1,45580.95238,4,41219.04762,2,41219.04762,2,41219.04762,2,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶有一個女兒，女兒曾幫她建立了一個網站。
    2) 客戶有一個兩歲的孫子，目前正在幫忙照顧孫子，因為兒子和媳婦需要上班。
    3) 客戶曾照顧生病的母親，導致身體不適和壓力過大。

2. 健康狀況
    1) 客戶認為自己的皮膚狀況良好，並有固定的保養品品牌。
    2) 客戶有血壓問題，正在服用血壓藥。
    3) 客戶曾因服用止痛藥過量導致健康問題，現在不敢隨便服用止痛藥。
    4) 客戶身體一向還好，但曾因長期久坐市場工作導致肌肉不適和職業傷害。
    5) 客戶幾乎沒有使用健保卡，並表示不太相信醫生，更相信自己的判斷。

3. 職業背景
    1) 客戶經營橘子銷售業務，橘子為手工調製且不含防腐劑，產品在台北、台中、高雄都有銷售。
    2) 客戶每年十一、十二月會幫忙橘子出產並賣水果。
    3) 客戶曾在市場工作六年，從事久坐的工作。

4. 健康食品使用心得
    1) 客戶有服用膠原蛋白，認為膠原蛋白對健康非常重要，並將其作為日常保養的一部分。
    2) 客戶曾服用粒線體相關保健食品，但因年紀大了擔心過量服用會對身體造成負擔，因此停止使用。
    3) 客戶不缺益生菌、葉黃素和魚油，並表示都有在保養。

5. 禁忌
    1) 客戶不敷面膜，認為皮膚狀況還可以。
    2) 客戶不隨便服用止痛藥，對藥物使用較為謹慎。",1
11746324,女,65.0,高雄市鳳山區,C,金牛座,5147,否,否,是,否,否,否,是,否,89097.14291999998,75,35561.90482000001,35,15245.71434,21,15245.71434,21,0.0,0,30109.52387,31,27140.00006000001,29,15245.71434,21,15245.714339999997,21,0.0,0,否,否,是,否,否,否,0,否,否,否,否,否,0,否,否,否,,1
11787981,女,49.0,彰化縣員林市,B,雙魚座,5125,否,否,是,是,否,是,是,否,475969.5239000001,246,161108.5714499999,48,93539.04765,18,91280.00003,16,2259.0476200000003,2,93539.04765,18,93539.04765,18,93539.04765,18,91280.00003,16,2259.0476200000003,2,否,否,否,否,否,否,1,否,否,否,否,否,0,否,否,否,"1. 家庭關係
    1) 客戶家中有小朋友，並提到在照顧小朋友時會小心翼翼，避免打擾小朋友午休。
    2) 客戶曾為家人購買並提供蚓激酶食用。

2. 健康狀況
    1) 客戶曾經有脂肪肝，但後來檢查顯示已經痊癒。
    2) 客戶血壓有時會高達150到160，舒張壓在90到110之間，家中有血壓計但已不再使用。
    3) 客戶有足底筋膜炎，早上起床時會感到疼痛，且一邊腳的情況比另一邊更為嚴重。
    4) 客戶有靜脈曲張問題，曾經開過刀，但左肩問題未完全治療。
    5) 客戶有時因眼壓過高感到不適，並使用眼藥水和葉黃素來緩解。
    6) 客戶的壓力主要來自於自己，並提到最近工作繁忙。
    7) 客戶表示禮拜六下午需要上課。

3. 職業背景
    1) 客戶目前正在工作，平時都在上班，且提到客人越來越多。
    2) 客戶負責講故事，整個過程大約需要半小時。

4. 健康食品使用心得
    1) 客戶購買並服用蚓激酶和益生菌，蚓激酶主要是給家人食用，但她自己也有服用，偶爾會忘記吃。
    2) 客戶有服用葉黃素，但服用不連續，主要在眼壓不適時服用，目前存量充足。
    3) 客戶曾食用龜鹿二仙膠，但因擔心脂肪阻塞而停止使用；目前有服用龜鹿精，因味道改善而增加服用量，但仍不連續。
    4) 客戶剛開始食用土龍鴕鳥精，尚未完全使用完畢。
    5) 客戶曾購買含有魚油的複方保健品，並選擇分十二期付款購買魚油產品。
    6) 客戶表示夏天都會使用產品。

5. 禁忌
    1) 客戶對醫生開的藥物有排斥，較傾向於服用保健品，但因工作忙碌，無法按時服用。
    2) 客戶提到擔心脂肪阻塞，因此停止使用龜鹿二仙膠。",1
